quantity,unit,mean,median,sd,hdi_lower,hdi_upper,ess_bulk,ess_tail,r_hat,mcse_mean,probability_population_slope_change_positive,posterior_median_post_minus_pre,posterior_probability_post_greater_than_pre
population_transition_midpoint_cycles,cycles,553.8944231762325,553.8723538430571,3.535876348338171,547.1279106140133,560.8860962466235,9052.087929550486,6510.361316038514,0.9999529528466381,0.0371939124096016,,,
between_battery_transition_midpoint_sd_cycles,cycles,142.1165549467014,141.97331659076076,6.2548229484876146,130.07856534369577,154.5769754871186,5171.417991073077,5720.194190347615,1.0002559498631787,0.086949972147016,,,
shared_transition_width_cycles,cycles,183.90627902365335,183.74238284209116,6.006694944231118,172.39726799024663,195.6822420692992,7179.300624964765,5475.3298057056145,0.999839919988281,0.07083783104654806,,,
population_pre_transition_slope_cd_per_cycle,C/D per cycle,0.0009449342880479843,0.0009471476112774765,5.919460128117728e-05,0.000829044312653876,0.0010583877083707666,8012.124313616833,6216.348897126951,1.0001143154615835,6.625923030037164e-07,,,
population_post_transition_slope_cd_per_cycle,C/D per cycle,0.0065189187261629426,0.006516353412960935,7.74030969947231e-05,0.006367474993067517,0.006667223649726885,5708.9156919451725,5932.607740517698,0.9999426727139218,1.0270690447696023e-06,,0.005568835277224796,1.0
population_slope_change_cd_per_cycle,C/D per cycle,0.005573984438114959,0.0055688352772247955,0.000129386155671065,0.005326533665932234,0.00582938479065156,6304.8110956580385,6125.505017075061,1.0000001573097557,1.633311014864177e-06,1.0,,
shared_residual_scale_cd,C/D,0.0644969807558477,0.0644925738385212,0.0005495631410993572,0.06341469542286846,0.06558603754944274,16473.49220992321,5862.985688805747,1.00004709348628,4.274973147190406e-06,,,
