cycle_index,n_batteries,value_mean,value_median,value_std,value_lower_quantile,value_upper_quantile,value,aggregation_method,source_value_column
122.0,14,4.31990689236827,4.341068499381387,0.06730237423545168,4.282317282430213,4.376555558889094,4.341068499381387,median,C/D
123.0,14,4.320925358892624,4.341306004181769,0.07019902893773437,4.28226342364532,4.378217294334561,4.341306004181769,median,C/D
124.0,14,4.319704344953919,4.337238636955735,0.066315793169851,4.282320853858785,4.371863767750839,4.337238636955735,median,C/D
125.0,14,4.323732260106614,4.34215412519864,0.06660915597237699,4.284179837164752,4.379189285987905,4.34215412519864,median,C/D
126.0,14,4.321818743692618,4.3343711310620225,0.06838508995978497,4.282904693486589,4.382834018928064,4.3343711310620225,median,C/D
127.0,14,4.327805034428354,4.348263133348995,0.070180821483875,4.298981712178593,4.383950024979657,4.348263133348995,median,C/D
128.0,14,4.326480142447507,4.346259091738604,0.07211951235684576,4.277675663410016,4.389717128587729,4.346259091738604,median,C/D
129.0,14,4.329093170441354,4.352546774231968,0.06961442195223758,4.289715176732443,4.386645114527928,4.352546774231968,median,C/D
130.0,14,4.329833766714591,4.346501796752362,0.06992207743865361,4.29897809946183,4.390532224389987,4.346501796752362,median,C/D
131.0,14,4.3272662307978225,4.347666987978924,0.06956113746801233,4.299023902066308,4.3869260385204045,4.347666987978924,median,C/D
132.0,14,4.328334680392338,4.349683459365043,0.06943874820593543,4.291577552986512,4.379536128535705,4.349683459365043,median,C/D
133.0,14,4.340577143291307,4.353639853601436,0.0627192619792774,4.317670252935447,4.383350046273792,4.353639853601436,median,C/D
134.0,14,4.345650520297799,4.356505903359188,0.06281094594941754,4.324347427081257,4.399366379532306,4.356505903359188,median,C/D
135.0,14,4.3341451864224485,4.352166916981776,0.06958802319784782,4.298957668925653,4.391739855264339,4.352166916981776,median,C/D
136.0,14,4.333826081757314,4.351667241618957,0.0712757318114295,4.291619597751379,4.384535473585826,4.351667241618957,median,C/D
137.0,14,4.342345221421182,4.348724646942173,0.07129113854126626,4.310862872193843,4.3934260911921825,4.348724646942173,median,C/D
138.0,14,4.346533221018147,4.356906667871097,0.06293417213140222,4.323843363523323,4.396654013671415,4.356906667871097,median,C/D
139.0,13,4.341911300291698,4.35101703163017,0.06799448347882366,4.30456647398844,4.398421568627452,4.35101703163017,median,C/D
140.0,14,4.34210500444699,4.352577633670604,0.07584268220307282,4.289103605155263,4.405838217183106,4.352577633670604,median,C/D
141.0,13,4.340583136995399,4.355509616592123,0.07611623263851999,4.287254335260116,4.406291624791425,4.355509616592123,median,C/D
142.0,14,4.347180172398759,4.363842080069853,0.07185188339400327,4.313734953364984,4.407542751190026,4.363842080069853,median,C/D
143.0,14,4.350265471370529,4.363630488490366,0.07098630663535811,4.314087723548211,4.412645017967396,4.363630488490366,median,C/D
144.0,14,4.348427753952833,4.354113367141691,0.0727349970523412,4.314092596842558,4.412599544241397,4.354113367141691,median,C/D
145.0,14,4.35207311506897,4.361745342599301,0.07373474541413565,4.296587659798721,4.4159803104752955,4.361745342599301,median,C/D
146.0,14,4.354818487430381,4.358386342904806,0.07084551623444693,4.31848946291763,4.415773497308689,4.358386342904806,median,C/D
147.0,14,4.352699417245422,4.360827116341095,0.0703346901153546,4.304766549367605,4.415337547199292,4.360827116341095,median,C/D
148.0,14,4.358824421633615,4.364961377380961,0.07281730145216872,4.326180921052632,4.423488022375704,4.364961377380961,median,C/D
149.0,14,4.361306386502892,4.366961494833352,0.07002511118257723,4.330051621087032,4.422530597846809,4.366961494833352,median,C/D
150.0,14,4.36333292285969,4.367003209375564,0.0704133811782753,4.330012376734319,4.421716505948231,4.367003209375564,median,C/D
151.0,14,4.362071340019981,4.368269006560704,0.07300717502572714,4.330003912968696,4.420791732172966,4.368269006560704,median,C/D
152.0,14,4.362446527251398,4.368469233223104,0.0779886258346107,4.32179108617131,4.428574838286776,4.368469233223104,median,C/D
153.0,14,4.3651167823311345,4.387057752904562,0.07026949899768532,4.312437736498108,4.4199528254551375,4.387057752904562,median,C/D
154.0,14,4.366840599957672,4.374063862022037,0.07355126551665792,4.321814284485724,4.427780585515901,4.374063862022037,median,C/D
155.0,14,4.369817851304965,4.372925082016032,0.07789990234143146,4.335965582719125,4.443071990978202,4.372925082016032,median,C/D
156.0,14,4.3795451279125635,4.388429105887335,0.0787001326166692,4.337915013342615,4.443956943420664,4.388429105887335,median,C/D
157.0,13,4.385876896671641,4.409805141576053,0.07277979708701666,4.350980392156862,4.433229505258415,4.409805141576053,median,C/D
158.0,14,4.377269428364556,4.385119103308853,0.07115844909525443,4.346639275635795,4.425637460862627,4.385119103308853,median,C/D
159.0,14,4.378260575781229,4.394481009313736,0.07377992003202842,4.331567182045877,4.440805394504089,4.394481009313736,median,C/D
160.0,14,4.378372936277272,4.385990784759995,0.07602092622918008,4.331559935853846,4.443231799250401,4.385990784759995,median,C/D
161.0,14,4.3808672442117125,4.402655327993207,0.0765156008215602,4.328626949317739,4.445530966091514,4.402655327993207,median,C/D
162.0,14,4.386067907768816,4.393092710594411,0.07612415276075937,4.339381254818592,4.444575481179649,4.393092710594411,median,C/D
163.0,14,4.383052181773743,4.39483113108164,0.07820806622143396,4.339369302545579,4.442480178008198,4.39483113108164,median,C/D
164.0,14,4.385285687121519,4.404591980708321,0.07537486398221621,4.339365626074992,4.4511843767873795,4.404591980708321,median,C/D
165.0,14,4.38840348857676,4.4163089428184605,0.08059632088754207,4.32720624635235,4.447411329743828,4.4163089428184605,median,C/D
166.0,14,4.392677273315728,4.419756209250651,0.08106348583927694,4.349677696078432,4.458747550371715,4.419756209250651,median,C/D
167.0,14,4.395986711745063,4.424078707208269,0.07879852422837291,4.355636732799629,4.456338208067372,4.424078707208269,median,C/D
168.0,14,4.394806754063572,4.407765691111663,0.0749923743984224,4.360063268650656,4.454071379644509,4.407765691111663,median,C/D
169.0,14,4.388551413018128,4.399885470292262,0.07643592261811377,4.342326799802762,4.452828727400542,4.399885470292262,median,C/D
170.0,14,4.395516947164472,4.408175977304497,0.07491935019715519,4.355650300208842,4.461628937716006,4.408175977304497,median,C/D
171.0,14,4.398154659056488,4.416542705384529,0.08097692922979068,4.342612382526975,4.45977078388769,4.416542705384529,median,C/D
172.0,14,4.397639953868246,4.422262549006917,0.07621795083613679,4.362499423221004,4.4550351388489045,4.422262549006917,median,C/D
173.0,14,4.404131098624662,4.425402090840915,0.07611297509351818,4.35238367978328,4.460791650448565,4.425402090840915,median,C/D
174.0,14,4.407102298727622,4.4283714084249315,0.0717209132327491,4.381551999683008,4.466190548769021,4.4283714084249315,median,C/D
175.0,14,4.406065955538623,4.421193274376321,0.08120677875138123,4.36450754173711,4.462275838130531,4.421193274376321,median,C/D
176.0,14,4.406194771746042,4.422485013762232,0.07700737964179244,4.368115820477599,4.467997289422207,4.422485013762232,median,C/D
177.0,14,4.406454771781483,4.430392230713785,0.08238610451489611,4.363755987602141,4.464837931422785,4.430392230713785,median,C/D
178.0,14,4.404133301040814,4.416511452643745,0.07702377360365677,4.373052216880342,4.46851476307332,4.416511452643745,median,C/D
179.0,14,4.40740872901436,4.423223813650097,0.07582468584169655,4.382200587894187,4.463715899829551,4.423223813650097,median,C/D
180.0,14,4.4113298576260425,4.423667208600633,0.0755600260473529,4.38118009359578,4.472149862342488,4.423667208600633,median,C/D
181.0,13,4.4391040741817935,4.457908413291181,0.07701827276757513,4.411257396449704,4.4998878214934015,4.457908413291181,median,C/D
182.0,14,4.4290987825935035,4.4415692986780915,0.07350320846114781,4.389840202568758,4.490708094869935,4.4415692986780915,median,C/D
183.0,14,4.419011961620182,4.432116157867641,0.08104573404315224,4.373031267610594,4.481195571212538,4.432116157867641,median,C/D
184.0,14,4.415665898324337,4.4194899623207435,0.07791886681300537,4.380509672619048,4.48287047921717,4.4194899623207435,median,C/D
185.0,14,4.420959072606758,4.426783692358198,0.0753101722277612,4.383615469952951,4.479440577702622,4.426783692358198,median,C/D
186.0,14,4.422596781473332,4.43154841656192,0.07246457300705889,4.38569249893071,4.48182383239087,4.43154841656192,median,C/D
187.0,14,4.426953083496914,4.439861088286591,0.06820231361680755,4.381197738451668,4.484561434117833,4.439861088286591,median,C/D
188.0,14,4.423546570810324,4.4361064143453515,0.07772429422808252,4.381210213501568,4.491412255254103,4.4361064143453515,median,C/D
189.0,14,4.428743699074062,4.4359978589099,0.07325407716641297,4.39186876247505,4.487720818700601,4.4359978589099,median,C/D
190.0,14,4.42737488707048,4.438696610573486,0.0750326141411454,4.3783495508982035,4.486799073694572,4.438696610573486,median,C/D
191.0,14,4.43051796215032,4.439754120216659,0.08011407429280987,4.3889874837140965,4.486377373371665,4.439754120216659,median,C/D
192.0,14,4.4340686288469415,4.438083148607998,0.07636061158869814,4.407434505988024,4.494178263595422,4.438083148607998,median,C/D
193.0,14,4.436957355095439,4.449107588892154,0.0782643876073694,4.393991504941924,4.498059475677879,4.449107588892154,median,C/D
194.0,14,4.438496943238628,4.435122293402014,0.07780896525686805,4.400007056669793,4.506140661051768,4.435122293402014,median,C/D
195.0,14,4.4408713270889155,4.4464534981777035,0.07925214000944944,4.398143351850516,4.50418133142572,4.4464534981777035,median,C/D
196.0,14,4.441552024975345,4.451926681547977,0.08487338049009815,4.386690512048193,4.499562718285201,4.451926681547977,median,C/D
197.0,14,4.444338520548674,4.447926927817889,0.08167169900577968,4.4047891566265065,4.505932427203408,4.447926927817889,median,C/D
198.0,14,4.443524456776587,4.45366577548943,0.07885889781937998,4.388254806257702,4.500407023919953,4.45366577548943,median,C/D
199.0,14,4.446094494700121,4.448310755398072,0.07962587670938073,4.400282379518072,4.502352196460241,4.448310755398072,median,C/D
200.0,14,4.45182360183936,4.459428682084637,0.07556734354239375,4.4159725112571495,4.499779654422632,4.459428682084637,median,C/D
201.0,14,4.449502613440436,4.460117028308371,0.08158628776362355,4.401040837592795,4.500903086693521,4.460117028308371,median,C/D
202.0,14,4.454232314554175,4.462800983107829,0.0785218122771845,4.397864001460387,4.522815288002435,4.462800983107829,median,C/D
203.0,14,4.451613031454494,4.458977639633112,0.07692232274231864,4.402384408847511,4.505630458964774,4.458977639633112,median,C/D
204.0,14,4.463543316129006,4.4784983501956805,0.08609967925008313,4.4133371212121215,4.517738634947372,4.4784983501956805,median,C/D
205.0,14,4.482439767426001,4.499018687181907,0.08546852403093595,4.439319833460613,4.543916310862902,4.499018687181907,median,C/D
206.0,2,4.4559279091678885,4.4559279091678885,0.16779044737264276,4.396605027590128,4.5152507907456485,4.4559279091678885,median,C/D
207.0,13,4.753463069774157,4.80012725682017,0.1581503727787577,4.728732534930139,4.84059595959596,4.80012725682017,median,C/D
208.0,14,4.487310097363464,4.487960078568774,0.13780352642297738,4.409851546906188,4.52618442370912,4.487960078568774,median,C/D
209.0,14,4.460399904969726,4.4671381102617085,0.08284512435515638,4.423328343313374,4.525759169847033,4.4671381102617085,median,C/D
210.0,14,4.465929274931576,4.487100998550471,0.08028858931537923,4.409840319361277,4.52608186097688,4.487100998550471,median,C/D
211.0,13,4.471680066442712,4.5042276422764225,0.0809988325335666,4.423313373253493,4.514325678390682,4.5042276422764225,median,C/D
212.0,14,4.486566502901993,4.49816778002385,0.0899988725938779,4.436274843763798,4.524592941348638,4.49816778002385,median,C/D
213.0,14,4.469482935503305,4.496150137515551,0.08955251345962054,4.4074545637640385,4.529286540811722,4.496150137515551,median,C/D
214.0,14,4.473634857897222,4.497431173800464,0.08528441065662871,4.42285140562249,4.53705155732488,4.497431173800464,median,C/D
215.0,14,4.47082440210486,4.495199978326451,0.08285677268409158,4.413307882262871,4.531984992137113,4.495199978326451,median,C/D
216.0,14,4.47565912219926,4.49721972699048,0.08699660859656345,4.418328313253012,4.543084934437596,4.49721972699048,median,C/D
217.0,14,4.482241967329176,4.50988226490027,0.08630906675573533,4.434045781611294,4.54879130576892,4.50988226490027,median,C/D
218.0,14,4.476393359727469,4.495452322163953,0.08431743799149335,4.424774895034684,4.545603816931579,4.495452322163953,median,C/D
219.0,14,4.478363877083757,4.5018210348222185,0.08139351629988109,4.426935606060606,4.551369548652335,4.5018210348222185,median,C/D
220.0,14,4.481111920639245,4.515839208068737,0.08178970267452822,4.426928886981969,4.553394928536438,4.515839208068737,median,C/D
221.0,14,4.4818926837474775,4.500323571160594,0.08275526617712366,4.431429292929293,4.553062985117957,4.500323571160594,median,C/D
222.0,14,4.486701877802707,4.505997060912913,0.08618528355699735,4.451697824279379,4.5564761097559785,4.505997060912913,median,C/D
223.0,14,4.485688981127322,4.5140934186549675,0.08767350969962572,4.419715824402562,4.560486021791744,4.5140934186549675,median,C/D
224.0,14,4.4917112425085906,4.505982274188437,0.0795992727922018,4.453931656504065,4.561203184947131,4.505982274188437,median,C/D
225.0,14,4.490810701500682,4.511796019077575,0.08006385711330918,4.454220020325203,4.555092704916456,4.511796019077575,median,C/D
226.0,14,4.495411871281057,4.514185967592381,0.08325055678024393,4.440157520325203,4.561107539535156,4.514185967592381,median,C/D
227.0,14,4.498930164179371,4.512932292412204,0.07997629964576441,4.469905995934959,4.5632429978820825,4.512932292412204,median,C/D
228.0,14,4.498896976923114,4.510867416453143,0.07773095503094452,4.469928885168836,4.568231634261179,4.510867416453143,median,C/D
229.0,14,4.500574723984793,4.521853766384132,0.088481239274381,4.4378479444111925,4.5641243860837,4.521853766384132,median,C/D
230.0,14,4.536508507645599,4.556110069215891,0.0815299790618376,4.495529659207804,4.586389077766388,4.556110069215891,median,C/D
231.0,14,4.525857281697658,4.541452886022805,0.07761830293990575,4.4928305183550306,4.59036846900832,4.541452886022805,median,C/D
232.0,14,4.504573192054416,4.515312111701447,0.08483775820019449,4.451582700508753,4.575971746311856,4.515312111701447,median,C/D
233.0,14,4.507784366362931,4.522549366594548,0.08218862777719468,4.469888172415083,4.579904067651842,4.522549366594548,median,C/D
234.0,14,4.506263024865639,4.520587555983706,0.08536302324105803,4.451587812983191,4.585851312145467,4.520587555983706,median,C/D
235.0,14,4.5144664988903225,4.5303787308137355,0.07693775871216754,4.458245143149284,4.5843474539311595,4.5303787308137355,median,C/D
236.0,14,4.512620166974959,4.5380861230583545,0.07745212022794741,4.458217024539877,4.574526127249235,4.5380861230583545,median,C/D
237.0,14,4.518851176989982,4.5409205354061974,0.08659035735367744,4.4640840195984675,4.588348164316198,4.5409205354061974,median,C/D
238.0,14,4.518116549973247,4.5359752336299035,0.08716632506656027,4.4557304684541394,4.592713454642177,4.5359752336299035,median,C/D
239.0,14,4.516790140839638,4.537038028758976,0.08369739104677937,4.460490418844202,4.583044821667715,4.537038028758976,median,C/D
240.0,14,4.522574861180605,4.550699424774955,0.08441199790146639,4.46511619044914,4.580742311741663,4.550699424774955,median,C/D
241.0,14,4.5270172119665855,4.548909221736572,0.07828045366216813,4.4775823045267495,4.586847184371918,4.548909221736572,median,C/D
242.0,14,4.530769191461609,4.563723491842802,0.08282191920990094,4.476500771604938,4.591860135710748,4.563723491842802,median,C/D
243.0,14,4.529297990408968,4.558254052186327,0.08083812787008929,4.4718788580246915,4.591432792237912,4.558254052186327,median,C/D
244.0,14,4.536178690470613,4.563408998267837,0.08771956168720169,4.46952754773407,4.606809869208958,4.563408998267837,median,C/D
245.0,14,4.540238229834886,4.565092070935302,0.09337329649189086,4.469519855647573,4.605703840472213,4.565092070935302,median,C/D
246.0,14,4.538194474166214,4.555539079769543,0.08758616855714152,4.469519855647573,4.599787519905638,4.555539079769543,median,C/D
247.0,14,4.540951126682754,4.567489437257058,0.08555007287415974,4.478682808066866,4.600469478377055,4.567489437257058,median,C/D
248.0,14,4.540666715053075,4.55029525813115,0.08753645378359674,4.481013198757764,4.608347373018561,4.55029525813115,median,C/D
249.0,14,4.540977007938611,4.558969737788468,0.08786166268422564,4.467038043478261,4.607385605833152,4.558969737788468,median,C/D
250.0,14,4.548237098442839,4.573665801185518,0.08802667604465085,4.480850155279503,4.616434470023613,4.573665801185518,median,C/D
251.0,14,4.551452601015465,4.569055694149197,0.08497750401229046,4.506650596855589,4.615579613922224,4.569055694149197,median,C/D
252.0,14,4.550674806418327,4.5772362708886405,0.08864596680924627,4.487929711762423,4.6187477488712805,4.5772362708886405,median,C/D
253.0,14,4.560278143791414,4.599186211275988,0.09497393405938077,4.49261544060559,4.617729600940515,4.599186211275988,median,C/D
254.0,14,4.598407955895959,4.623490950510854,0.09736487771807761,4.534979950161201,4.663733553273489,4.623490950510854,median,C/D
255.0,14,4.571895960830218,4.588729210975407,0.08654950634478982,4.534639233954452,4.625923671715272,4.588729210975407,median,C/D
256.0,14,4.563405552630414,4.586985094783998,0.08801073864540007,4.499659679089026,4.629870803943624,4.586985094783998,median,C/D
257.0,14,4.559928574706946,4.585149782916515,0.08575033261548794,4.495626293995859,4.622524092114938,4.585149782916515,median,C/D
258.0,14,4.562990889922962,4.579745108133529,0.08629134685553753,4.513623188405797,4.629922036282945,4.579745108133529,median,C/D
259.0,14,4.565280343372521,4.585770203455172,0.07907522555392535,4.495251870186394,4.628278893751363,4.585770203455172,median,C/D
260.0,14,4.564562033323038,4.577705374613347,0.08292506856800143,4.515999870600414,4.627473578071338,4.577705374613347,median,C/D
261.0,14,4.571632919092775,4.598682408396451,0.0860362858766912,4.506663561076604,4.639889899800464,4.598682408396451,median,C/D
262.0,14,4.5722174408960745,4.592538456083919,0.09091528541013902,4.506655869888717,4.6333328307914785,4.592538456083919,median,C/D
263.0,14,4.576487955120023,4.600667792265352,0.08869475726877642,4.513700520833334,4.630574405502406,4.600667792265352,median,C/D
264.0,14,4.581515582930076,4.604500629080915,0.09178538368604458,4.509075520833334,4.6486905887218795,4.604500629080915,median,C/D
265.0,14,4.581537976559288,4.599372076047024,0.08775659994140632,4.519606770833333,4.649433653029207,4.599372076047024,median,C/D
266.0,14,4.58222465041741,4.606215723791204,0.08878073060869827,4.527774739583333,4.6546710193321745,4.606215723791204,median,C/D
267.0,14,4.587144538389931,4.601454555073195,0.08247997615203104,4.553811959512579,4.644943279147226,4.601454555073195,median,C/D
268.0,14,4.58770353188634,4.599305296699615,0.09265375284786566,4.5442614321278825,4.664466543469735,4.599305296699615,median,C/D
269.0,14,4.591691515313604,4.61705518876361,0.0940612684504538,4.5258200176886785,4.664047733698448,4.61705518876361,median,C/D
270.0,14,4.596812157869428,4.627353947364556,0.09334648537860353,4.5538145636792455,4.6636365697681,4.627353947364556,median,C/D
271.0,14,4.595178276918006,4.6191790815829545,0.09341081194573565,4.534961723663522,4.666657321807563,4.6191790815829545,median,C/D
272.0,14,4.598217334986281,4.6063158493890395,0.09350075775534365,4.5421252620545065,4.672884218617517,4.6063158493890395,median,C/D
273.0,14,4.597200922243204,4.620033839459859,0.09121652811520395,4.5467963836477985,4.667527991824848,4.620033839459859,median,C/D
274.0,14,4.602911886373159,4.622729389374797,0.0947279747438223,4.544661352599316,4.682432682324149,4.622729389374797,median,C/D
275.0,14,4.606251055333527,4.623811590322033,0.09742634205602044,4.529120549267898,4.687492053910665,4.623811590322033,median,C/D
276.0,14,4.611077154589819,4.627302020381338,0.10096874297362134,4.5446639482657964,4.6815144369949255,4.627302020381338,median,C/D
277.0,14,4.609791988293528,4.635166868186598,0.10205116866585447,4.544675865111588,4.681496895674854,4.635166868186598,median,C/D
278.0,14,4.642725748582055,4.662440601061851,0.08780699289665923,4.585468466631234,4.707799696583071,4.662440601061851,median,C/D
279.0,14,4.633475378418287,4.644971190781817,0.09726301531274982,4.563485565440649,4.702584937623664,4.644971190781817,median,C/D
280.0,14,4.612251097738185,4.637220015822914,0.09641141146159891,4.553980102101743,4.692479614710007,4.637220015822914,median,C/D
281.0,14,4.614305757622344,4.650889026888047,0.09500734363613211,4.544591742297588,4.694676858709,4.650889026888047,median,C/D
282.0,14,4.610673070238571,4.641793614764986,0.09506053220836867,4.5398383886633225,4.684461623998256,4.641793614764986,median,C/D
283.0,14,4.615852224236169,4.639503988081998,0.08632450778080512,4.540018482076374,4.68432242088499,4.639503988081998,median,C/D
284.0,14,4.624384299194431,4.64896430776516,0.09600223230829268,4.541833917953293,4.6979229298689456,4.64896430776516,median,C/D
285.0,14,4.619989742193936,4.657311184442471,0.09321511986793099,4.54240720903992,4.690850637654314,4.657311184442471,median,C/D
286.0,14,4.622514614519683,4.654608593498998,0.09624795720257662,4.554509476873874,4.691017579117421,4.654608593498998,median,C/D
287.0,14,4.628422411664295,4.669441718944354,0.09564743211349382,4.563847002741273,4.697739752267051,4.669441718944354,median,C/D
288.0,14,4.626168701953882,4.665657835104893,0.09287261341045294,4.545068657784407,4.697381698412809,4.665657835104893,median,C/D
289.0,14,4.628795883440223,4.657112565269782,0.09543758410503174,4.5570806018982175,4.68833641339601,4.657112565269782,median,C/D
290.0,14,4.631237050817481,4.67199616811963,0.09730602134835194,4.552194798301486,4.706919953990024,4.67199616811963,median,C/D
291.0,14,4.637560032440752,4.670647647492496,0.096198277214971,4.561763535031847,4.708704938398943,4.670647647492496,median,C/D
292.0,14,4.641599064932338,4.670206407351561,0.09294667587185419,4.5617449575371545,4.703864512583634,4.670206407351561,median,C/D
293.0,14,4.638385001666686,4.676964257627011,0.09777348003498836,4.5422845553080755,4.709452238954238,4.676964257627011,median,C/D
294.0,14,4.646761352907662,4.673767960779955,0.09598088311404246,4.564446222235832,4.7071864422233425,4.673767960779955,median,C/D
295.0,14,4.643151001760073,4.667503011512184,0.09284222639611683,4.568642257035095,4.704204090573677,4.667503011512184,median,C/D
296.0,14,4.648474368548446,4.678993465320145,0.09677361897363924,4.565338452351789,4.7096898165463665,4.678993465320145,median,C/D
297.0,14,4.650311037145543,4.676157788562227,0.09525183391138467,4.5717721688034185,4.717880361760363,4.676157788562227,median,C/D
298.0,14,4.651042321764591,4.677117803422298,0.09869294966603677,4.57176282051282,4.726821698034552,4.677117803422298,median,C/D
299.0,14,4.659460218888766,4.692084052467531,0.10360807336634953,4.57176923350442,4.730772883438922,4.692084052467531,median,C/D
300.0,14,4.659171309722908,4.6849569654287055,0.11015654609923366,4.538052884615384,4.743498925482619,4.6849569654287055,median,C/D
301.0,14,4.667590275845927,4.697760548376323,0.11043118532112195,4.579314843534601,4.757893747380738,4.697760548376323,median,C/D
302.0,13,4.7117970303131775,4.728246119921975,0.10580223051143012,4.646398733432463,4.777975268793754,4.728246119921975,median,C/D
303.0,2,4.708503009234089,4.708503009234089,0.26269141001806307,4.6156275705424745,4.801378447925703,4.708503009234089,median,C/D
304.0,13,5.1100667936008755,5.183448363132115,0.21839047986006488,5.043254716981132,5.240729763202744,5.183448363132115,median,C/D
305.0,14,4.677844574661218,4.66632019796052,0.23464887211581126,4.55149895178197,4.683073093946739,4.66632019796052,median,C/D
306.0,14,4.6188217193650045,4.655728200547271,0.09274201638312886,4.537391247379455,4.664689047706638,4.655728200547271,median,C/D
307.0,14,4.621977326233217,4.64593604243803,0.09006435321007501,4.561210530181154,4.673470050601161,4.64593604243803,median,C/D
308.0,13,4.624596919423312,4.6560111404981015,0.09214209601553955,4.551546121593292,4.67127423443894,4.6560111404981015,median,C/D
309.0,14,4.655418566774855,4.66855470623561,0.13185435327780778,4.556092865219926,4.693850765080628,4.66855470623561,median,C/D
310.0,14,4.6246963368482925,4.656973462917012,0.10642921582271923,4.523248165618449,4.701135632706224,4.656973462917012,median,C/D
311.0,14,4.626818431168652,4.644710480193404,0.10082453381113307,4.553997143937585,4.6989665101544436,4.644710480193404,median,C/D
312.0,14,4.629397293021617,4.663781024916295,0.09845155473644505,4.565361286919831,4.7020889900781295,4.663781024916295,median,C/D
313.0,13,4.612834432855869,4.652093147751606,0.09329022580242662,4.5137945492662475,4.663112250030444,4.652093147751606,median,C/D
314.0,14,4.631847087792372,4.664557837562028,0.10119781760370854,4.563588579399199,4.711261618176285,4.664557837562028,median,C/D
315.0,14,4.6306888798488535,4.648379375950057,0.09781233522698944,4.573571624136633,4.7096518357815285,4.648379375950057,median,C/D
316.0,14,4.632737986724412,4.661486365724052,0.10176083356528061,4.559127361659813,4.703093493344214,4.661486365724052,median,C/D
317.0,14,4.639666156246237,4.656986437464132,0.10190322088602259,4.576081475583864,4.711415678464101,4.656986437464132,median,C/D
318.0,14,4.641494076492056,4.6769448132971005,0.10331962789848222,4.582371284501061,4.7000347007888585,4.6769448132971005,median,C/D
319.0,14,4.639365062943406,4.662960220673636,0.09934803177875418,4.566502123142251,4.698674162694796,4.662960220673636,median,C/D
320.0,14,4.640804424950347,4.667639994620409,0.10033921172372257,4.569216734035604,4.710496267231916,4.667639994620409,median,C/D
321.0,13,4.655364317278487,4.69082788671024,0.09835518993303823,4.600619658119658,4.725857064827409,4.69082788671024,median,C/D
322.0,14,4.652111353883258,4.683970491368584,0.09973265426813631,4.5787602329332024,4.696608654302445,4.683970491368584,median,C/D
323.0,14,4.650684581756662,4.682886663275539,0.10256302846083838,4.569220765964397,4.7151453093211355,4.682886663275539,median,C/D
324.0,14,4.656754044795085,4.686018252563455,0.09962067541989804,4.571742788461538,4.716464927479541,4.686018252563455,median,C/D
325.0,14,4.655826008827769,4.682509141951748,0.09929187297761669,4.586211271367521,4.719946399009089,4.682509141951748,median,C/D
326.0,14,4.666772351429711,4.686944502294992,0.10302081069605545,4.576965631089051,4.725995059076148,4.686944502294992,median,C/D
327.0,14,4.7358470518379265,4.772800962782101,0.1100796352734449,4.64963561884113,4.801214703889666,4.772800962782101,median,C/D
328.0,14,4.711350149734257,4.739312859134015,0.1107904751416731,4.6351129032258065,4.7798078481271515,4.739312859134015,median,C/D
329.0,14,4.682802883373907,4.707081821661562,0.1089529734592705,4.602385536493203,4.732823281871007,4.707081821661562,median,C/D
330.0,14,4.675447325182668,4.69909362658167,0.0999189526581529,4.615721774193548,4.732428838197894,4.69909362658167,median,C/D
331.0,14,4.6705995043590836,4.700186488175729,0.10018934247183052,4.583928815136476,4.732061015660745,4.700186488175729,median,C/D
332.0,14,4.679371553080559,4.694011779128955,0.08655864179073115,4.618939970480759,4.732895806272625,4.694011779128955,median,C/D
333.0,14,4.682948100686091,4.7021420789386,0.10065771344003001,4.601251344086021,4.746004153500482,4.7021420789386,median,C/D
334.0,14,4.682952470497329,4.707232423772686,0.1011038145660651,4.61356676790951,4.747854326982415,4.707232423772686,median,C/D
335.0,14,4.684712001637415,4.7168788916534625,0.09864492635698456,4.606216439048119,4.748531952377903,4.7168788916534625,median,C/D
336.0,14,4.686466919126545,4.709592496341047,0.09839198162360101,4.613560108574221,4.745883586648571,4.709592496341047,median,C/D
337.0,14,4.690793713442829,4.714269779553879,0.1007301594258535,4.602846741687756,4.762281445244566,4.714269779553879,median,C/D
338.0,14,4.6926246907399385,4.716759903356653,0.10087365897444872,4.611677489177488,4.745447484107932,4.716759903356653,median,C/D
339.0,14,4.690261740124392,4.718069123736166,0.09959488092269088,4.590372309207394,4.750439090932617,4.718069123736166,median,C/D
340.0,14,4.700411130588946,4.730584271884201,0.09872681156565054,4.6194961962057555,4.761624241773969,4.730584271884201,median,C/D
341.0,14,4.699510773087654,4.7287025524937984,0.09698959207140373,4.614634183218742,4.7589567412264895,4.7287025524937984,median,C/D
342.0,14,4.704848110727894,4.728124012728826,0.10184037192499265,4.619487999745353,4.781742078818602,4.728124012728826,median,C/D
343.0,14,4.708604549746068,4.733986274317583,0.09862115005732985,4.6132953285762435,4.782785078758035,4.733986274317583,median,C/D
344.0,14,4.71283064515198,4.735628285859546,0.1059792022902286,4.627103758169934,4.78161808061366,4.735628285859546,median,C/D
345.0,14,4.718493356226749,4.744949077917585,0.10291379687518948,4.630124887125903,4.797985745206592,4.744949077917585,median,C/D
346.0,14,4.715685544171015,4.742115706421522,0.10745558452585853,4.63015775498796,4.785924680189657,4.742115706421522,median,C/D
347.0,14,4.723561980959531,4.754911455841507,0.10685565772065612,4.6449480241658065,4.792253605649705,4.754911455841507,median,C/D
