model_id,scenario_id,battery_id,tau_shift_cycles,tau_shift_fraction_of_full_range,tau_hdi_width_ratio,delta_beta_shift,delta_beta_hdi_width_ratio,probability_positive_change,boundary_status_changed,tau_distance_to_observed_end,boundary_status,boundary_status_r0
H1_hierarchical_h5_1,R4_truncate_90,3,-131.27937891817226,-0.11816325735209024,0.5084235236893234,-0.0022287455005599002,0.29152180771733,1.0,False,419.902545637754,identified,identified
H1_hierarchical_h5_1,R4_truncate_90,4,-148.39608754434687,-0.13356983577348952,0.5935162758147006,-0.002570924153972,0.2993400077442696,1.0,False,452.05058662017666,identified,identified
H1_hierarchical_h5_1,R4_truncate_90,5,-36.0404261993196,-0.03243962754214185,0.46743931130521377,-0.0021976169868118,0.2964660194992481,1.0,False,517.5887495445816,identified,identified
H1_hierarchical_h5_1,R4_truncate_90,6,7.109572205778363,0.006399254910691596,0.42751230132028134,-0.0027665088251638,0.2604802454354435,1.0,False,536.4099584002157,identified,identified
H1_hierarchical_h5_1,R4_truncate_90,7,-57.580166586180894,-0.05182733266082889,0.4933903188682804,-0.0029445438339125,0.2611290906880416,1.0,False,541.2714181260862,identified,identified
H1_hierarchical_h5_1,R4_truncate_90,8,31.34172555388716,0.028210374035902035,0.45691672399060657,-0.0015042591057111998,0.3364167947952969,1.0,False,509.01202331904346,identified,identified
H1_hierarchical_h5_1,R4_truncate_90,9,-135.8782352312254,-0.12230264197230009,0.4223061683120646,-0.0025605594658809996,0.2552339414847323,1.0,False,524.092359609547,identified,identified
H1_hierarchical_h5_1,R4_truncate_90,10,-14.132261371002983,-0.012720307264629147,0.4031391781904398,-0.0018748609017051002,0.2983072480591661,1.0,False,567.5079947832451,identified,identified
H1_hierarchical_h5_1,R4_truncate_90,11,-561.1032404566022,-0.5050434207530172,0.2862235776626333,-0.0050224168324979005,0.09438158153944513,1.0,True,628.273141886692,identified,boundary_sensitive
H1_hierarchical_h5_1,R4_truncate_90,12,-89.79203175661792,-0.08082091067202332,0.3552672784978739,-0.0012089939075415998,0.4376490974341896,1.0,False,583.6114375055374,identified,identified
H1_hierarchical_h5_1,R4_truncate_90,13,-10.999045321780898,-0.009900130802683076,0.3846499120157654,-0.0015636539712547996,0.31536254861532204,1.0,False,576.0339822034566,identified,identified
H1_hierarchical_h5_1,R4_truncate_90,14,22.21448441068594,0.019995035473164665,0.3874535278099225,-0.0021160839397475,0.27636127689861784,1.0,False,626.0004971430623,identified,identified
