model_id,scenario_id,scope,tau_shift,tau_hdi_width_change_fraction,slope_change_shift,slope_change_hdi_width_change_fraction,probability_delta_beta_positive_change,transition_width_shift,tau_rank_correlation,batteries_probability_delta_beta_below_0_95,boundary_status_changes,battery_11_tau_shift
H1_hierarchical_h5_1,R2_random_keep_50_seed_20260616,population,-19.441942099377684,1.460791401204329,9.70489377534996e-05,0.4785984008480477,0.0,4.161542440510203,,,,
H1_hierarchical_h5_1,R4_truncate_75,population,-82.829934895149,0.3901889730890306,-0.0015615243592029,-0.5224354512364823,0.0,-98.44685542305422,,,,
H1_hierarchical_h5_1,R2_random_keep_50_seed_20260617,population,-29.726885713479646,1.4269472991537533,-0.00032860718691590015,0.19066429903864615,0.0,-14.605231883831664,,,,
H1_hierarchical_h5_1,R2_random_keep_50_seed_20260618,population,-16.591332383444865,1.4320139534917966,2.027198055599977e-05,0.39283637486178247,0.0,3.1815853619995096,,,,
H1_hierarchical_h5_1,R2_random_keep_50_seed_20260619,population,-30.29727448433698,1.7871290263549395,3.5277142940800046e-05,0.41551242400607885,0.0,4.877023385774123,,,,
H1_hierarchical_h5_1,R4_truncate_90,population,-89.60739136121288,-0.19904112089657758,-0.0022874764524644002,-0.8411332768405484,0.0,-114.88871594306187,,,,
H1_hierarchical_h5_1,R4_truncate_80,population,-83.5459540732034,-0.04987530531097211,-0.0019888364483156003,-0.7585637008385517,0.0,-106.67405487494622,,,,
H1_hierarchical_h5_1,R4_truncate_70,population,-53.03996516534852,1.3635265744044818,0.0030997567636062992,2.8097141180167102,0.0,-75.68732845965894,,,,
H1_hierarchical_h5_1,R4_truncate_60,population,-152.19880512020637,0.5084867440251458,-0.0032841967583378,-0.6681523850291685,0.0,-130.44732358725284,,,,
